"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 21:57:46 YEKT 2024","Mon Mar 18 21:57:52 YEKT 2024","5782","","OpenMailRu","","OpenMailRu","openSite","openSite()",""
